year,month,day,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Precip Accum,Condition
2016,3,4,10:00 PM,79,55,44,ENE,2,0,28.8,0.0,0.0,Fair
2016,3,4,10:30 PM,79,54,42,W,2,0,28.8,0.0,0.0,Fair
2016,3,4,11:00 PM,79,54,42,SW,3,0,28.8,0.0,0.0,Fair
2016,3,4,11:30 PM,79,52,39,SW,3,0,28.8,0.0,0.0,Fair
2016,3,5,12:00 AM,75,57,53,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,5,12:30 AM,75,55,50,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,5,1:00 AM,75,57,53,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,5,1:30 AM,73,57,57,NW,5,0,28.8,0.0,0.0,Fair
2016,3,5,2:00 AM,72,57,60,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,5,2:30 AM,72,57,60,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,5,3:00 AM,72,57,60,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,5,3:30 AM,72,57,60,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,5,4:00 AM,70,57,64,WSW,3,0,28.8,0.0,0.0,Fair
2016,3,5,4:30 AM,70,57,64,NW,2,0,28.8,0.0,0.0,Fair
2016,3,5,5:00 AM,70,55,60,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,5,5:30 AM,70,57,64,NNE,1,0,28.8,0.0,0.0,Fair
2016,3,5,6:00 AM,68,57,68,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,5,6:30 AM,68,57,68,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,5,7:00 AM,68,57,68,CALM,0,0,28.9,0.0,0.0,Fair
2016,3,5,7:30 AM,70,61,73,CALM,0,0,28.9,0.0,0.0,Fair
2016,3,5,8:00 AM,70,59,68,WSW,3,0,28.9,0.0,0.0,Fair
2016,3,5,8:30 AM,73,59,61,CALM,0,0,28.9,0.0,0.0,Fair
2016,3,5,9:00 AM,77,57,50,CALM,0,0,28.9,0.0,0.0,Fair
2016,3,5,9:30 AM,79,57,47,SE,2,0,28.9,0.0,0.0,Fair
2016,3,5,10:00 AM,81,59,48,S,2,0,28.9,0.0,0.0,Fair
2016,3,5,10:30 AM,81,57,45,W,3,0,28.9,0.0,0.0,Fair
2016,3,5,11:00 AM,84,57,40,S,5,0,28.9,0.0,0.0,Fair
2016,3,5,11:30 AM,84,57,40,SW,5,0,28.9,0.0,0.0,Fair
2016,3,5,12:00 PM,88,55,33,SE,3,0,28.9,0.0,0.0,Fair
2016,3,5,12:30 PM,90,54,29,S,3,0,28.8,0.0,0.0,Fair
2016,3,5,1:00 PM,91,54,28,S,5,0,28.8,0.0,0.0,Fair
2016,3,5,1:30 PM,91,50,24,E,3,0,28.8,0.0,0.0,Fair
2016,3,5,2:00 PM,93,50,23,ESE,5,0,28.8,0.0,0.0,Fair
2016,3,5,2:30 PM,93,48,21,S,5,0,28.8,0.0,0.0,Fair
2016,3,5,3:00 PM,93,46,20,SE,3,0,28.8,0.0,0.0,Fair
2016,3,5,3:30 PM,93,46,20,SE,3,0,28.7,0.0,0.0,Fair
2016,3,5,4:00 PM,93,46,20,E,3,0,28.7,0.0,0.0,Fair
2016,3,5,4:30 PM,93,46,20,ESE,5,0,28.7,0.0,0.0,Fair
2016,3,5,5:00 PM,93,46,20,SE,3,0,28.7,0.0,0.0,Partly Cloudy
2016,3,5,5:30 PM,93,46,20,E,3,0,28.7,0.0,0.0,Fair
2016,3,5,6:00 PM,91,46,21,NNE,1,0,28.7,0.0,0.0,Fair
2016,3,5,6:30 PM,90,48,24,NE,3,0,28.7,0.0,0.0,Fair
2016,3,5,7:00 PM,88,52,29,N,2,0,28.8,0.0,0.0,Fair
2016,3,5,7:30 PM,82,54,37,NNW,1,0,28.8,0.0,0.0,Fair
2016,3,5,8:00 PM,82,54,37,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,5,8:30 PM,82,54,37,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,5,9:00 PM,81,50,34,WNW,7,0,28.8,0.0,0.0,Fair
2016,3,5,9:30 PM,81,50,34,SSE,3,0,28.8,0.0,0.0,Fair
2016,3,5,10:00 PM,79,55,44,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,5,10:30 PM,77,55,47,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,5,11:30 PM,75,55,50,NNW,2,0,28.9,0.0,0.0,Fair
2016,3,6,12:00 AM,75,55,50,N,3,0,28.9,0.0,0.0,Fair
2016,3,6,12:30 AM,73,54,50,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,6,1:00 AM,73,55,53,NNW,1,0,28.8,0.0,0.0,Fair
2016,3,6,1:30 AM,72,57,60,N,1,0,28.8,0.0,0.0,Fair
2016,3,6,2:30 AM,72,55,57,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,6,3:00 AM,72,57,60,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,6,5:00 AM,68,55,64,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,6,5:30 AM,68,55,64,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,6,6:00 AM,70,55,60,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,6,6:30 AM,68,57,68,W,2,0,28.9,0.0,0.0,Fair
2016,3,6,7:00 AM,70,57,64,CALM,0,0,28.9,0.0,0.0,Fair
2016,3,6,7:30 AM,70,61,73,SSE,2,0,28.9,0.0,0.0,Fair
2016,3,6,8:00 AM,72,61,69,CALM,0,0,28.9,0.0,0.0,Fair
2016,3,6,8:30 AM,73,59,61,CALM,0,0,28.9,0.0,0.0,Fair
2016,3,6,9:00 AM,77,57,50,CALM,0,0,28.9,0.0,0.0,Fair
2016,3,6,9:30 AM,77,59,54,CALM,0,0,28.9,0.0,0.0,Fair
2016,3,6,10:00 AM,79,55,44,SSE,3,0,28.9,0.0,0.0,Fair
2016,3,6,10:30 AM,81,54,39,SSW,2,0,28.9,0.0,0.0,Fair
2016,3,6,11:00 AM,82,54,37,CALM,0,0,28.9,0.0,0.0,Fair
2016,3,6,11:30 AM,86,52,31,CALM,0,0,28.9,0.0,0.0,Fair
2016,3,6,12:00 PM,88,54,31,CALM,0,0,28.9,0.0,0.0,Fair
2016,3,6,12:30 PM,88,52,29,SE,5,0,28.9,0.0,0.0,Fair
2016,3,6,1:00 PM,91,52,26,SE,5,0,28.8,0.0,0.0,Fair
2016,3,6,1:30 PM,91,54,28,SSW,5,0,28.8,0.0,0.0,Fair
2016,3,6,2:00 PM,93,52,24,E,2,0,28.8,0.0,0.0,Fair
2016,3,6,2:30 PM,93,52,24,ESE,2,0,28.8,0.0,0.0,Fair
2016,3,6,3:00 PM,93,50,23,E,5,0,28.8,0.0,0.0,Fair
2016,3,6,3:30 PM,93,48,21,SSE,7,0,28.8,0.0,0.0,Fair
2016,3,6,4:00 PM,93,48,21,SSE,5,0,28.7,0.0,0.0,Fair
2016,3,6,4:30 PM,93,48,21,SSE,5,0,28.7,0.0,0.0,Fair
2016,3,6,5:00 PM,93,48,21,S,3,0,28.7,0.0,0.0,Fair
2016,3,6,5:30 PM,93,50,23,SSE,2,0,28.7,0.0,0.0,Partly Cloudy
2016,3,6,6:00 PM,91,52,26,W,2,0,28.8,0.0,0.0,Partly Cloudy
2016,3,6,6:30 PM,90,52,27,W,3,0,28.8,0.0,0.0,Partly Cloudy
2016,3,6,7:00 PM,88,55,33,W,1,0,28.8,0.0,0.0,Partly Cloudy
2016,3,6,7:30 PM,84,57,40,NNW,1,0,28.8,0.0,0.0,Partly Cloudy
2016,3,6,8:00 PM,84,55,37,NW,2,0,28.8,0.0,0.0,Partly Cloudy
2016,3,6,8:30 PM,82,57,42,CALM,0,0,28.8,0.0,0.0,Partly Cloudy
2016,3,6,9:00 PM,82,59,45,W,3,0,28.8,0.0,0.0,Fair
2016,3,6,9:30 PM,81,59,48,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,6,10:00 PM,79,57,47,WSW,2,0,28.8,0.0,0.0,Fair
2016,3,6,10:30 PM,79,57,47,WSW,3,0,28.8,0.0,0.0,Fair
2016,3,6,11:00 PM,77,57,50,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,6,11:30 PM,77,57,50,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,7,12:00 AM,77,57,50,W,2,0,28.8,0.0,0.0,Fair
2016,3,7,12:30 AM,75,59,57,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,7,1:00 AM,75,59,57,N,1,0,28.8,0.0,0.0,Fair
2016,3,7,1:30 AM,73,59,61,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,7,2:00 AM,73,59,61,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,7,2:30 AM,72,59,64,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,7,3:00 AM,72,59,64,NNE,2,0,28.8,0.0,0.0,Fair
2016,3,7,4:00 AM,72,59,64,WSW,3,0,28.8,0.0,0.0,Fair
2016,3,7,4:30 AM,72,57,60,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,7,5:00 AM,72,57,60,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,7,5:30 AM,70,57,64,N,1,0,28.8,0.0,0.0,Fair
2016,3,7,6:00 AM,70,57,64,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,7,6:30 AM,68,59,73,CALM,0,0,28.8,0.0,0.0,Fog
2016,3,7,7:00 AM,70,59,68,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,7,7:30 AM,70,59,68,SW,2,0,28.9,0.0,0.0,Fair
2016,3,7,8:00 AM,72,61,69,SW,2,0,28.9,0.0,0.0,Fair
2016,3,7,8:30 AM,73,61,65,S,5,0,28.9,0.0,0.0,Fair
2016,3,7,9:00 AM,75,61,61,S,5,0,28.9,0.0,0.0,Fair
2016,3,7,9:30 AM,79,61,54,S,2,0,28.9,0.0,0.0,Fair
2016,3,7,10:00 AM,81,59,48,SSE,5,0,28.9,0.0,0.0,Fair
2016,3,7,10:30 AM,84,57,40,SE,3,0,28.9,0.0,0.0,Fair
2016,3,7,11:00 AM,84,57,40,S,3,0,28.9,0.0,0.0,Fair
2016,3,7,11:30 AM,86,55,35,SSW,5,0,28.9,0.0,0.0,Fair
2016,3,7,12:00 PM,88,57,35,SSE,3,0,28.8,0.0,0.0,Fair
2016,3,7,12:30 PM,90,55,31,NNE,5,0,28.8,0.0,0.0,Fair
2016,3,7,1:00 PM,91,55,29,ENE,3,0,28.8,0.0,0.0,Fair
2016,3,7,1:30 PM,93,55,28,SE,3,0,28.8,0.0,0.0,Fair
2016,3,7,2:00 PM,93,54,26,NE,5,0,28.8,0.0,0.0,Fair
2016,3,7,2:30 PM,95,54,25,ESE,3,0,28.7,0.0,0.0,Fair
2016,3,7,3:00 PM,95,52,23,E,2,0,28.7,0.0,0.0,Fair
2016,3,7,3:30 PM,95,52,23,SE,5,0,28.7,0.0,0.0,Fair
2016,3,7,4:00 PM,97,50,20,ESE,5,0,28.7,0.0,0.0,Fair
2016,3,7,4:30 PM,97,50,20,SE,6,0,28.7,0.0,0.0,Fair
2016,3,7,5:00 PM,97,52,22,SE,2,0,28.7,0.0,0.0,Fair
2016,3,7,5:30 PM,95,50,22,CALM,0,0,28.7,0.0,0.0,Fair
2016,3,7,6:00 PM,95,52,23,CALM,0,0,28.7,0.0,0.0,Fair
2016,3,7,6:30 PM,95,55,26,NW,3,0,28.7,0.0,0.0,Fair
2016,3,7,7:00 PM,88,55,33,CALM,0,0,28.7,0.0,0.0,Fair
2016,3,7,7:30 PM,86,55,35,CALM,0,0,28.7,0.0,0.0,Fair
2016,3,7,8:00 PM,84,57,40,CALM,0,0,28.7,0.0,0.0,Fair
2016,3,7,8:30 PM,82,55,39,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,7,9:00 PM,84,55,37,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,7,9:30 PM,81,59,48,E,6,0,28.8,0.0,0.0,Fair
2016,3,7,10:00 PM,81,57,45,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,7,10:30 PM,81,57,45,WSW,5,0,28.8,0.0,0.0,Fair
2016,3,7,11:00 PM,81,57,45,W,5,0,28.8,0.0,0.0,Fair
2016,3,7,11:30 PM,82,52,35,SW,6,0,28.8,0.0,0.0,Fair
2016,3,8,12:00 AM,79,55,44,SW,6,0,28.8,0.0,0.0,Fair
2016,3,8,12:30 AM,77,57,50,N,6,0,28.8,0.0,0.0,Fair
2016,3,8,1:00 AM,75,57,53,N,3,0,28.8,0.0,0.0,Fair
2016,3,8,1:30 AM,75,57,53,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,8,2:00 AM,77,57,50,NNE,6,0,28.8,0.0,0.0,Fair
2016,3,8,2:30 AM,75,57,53,NNW,5,0,28.8,0.0,0.0,Fair
2016,3,8,3:00 AM,73,57,57,N,3,0,28.8,0.0,0.0,Fair
2016,3,8,3:30 AM,73,57,57,N,5,0,28.8,0.0,0.0,Fair
2016,3,8,4:00 AM,72,57,60,N,5,0,28.8,0.0,0.0,Fair
2016,3,8,4:30 AM,72,57,60,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,8,5:00 AM,72,57,60,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,8,5:30 AM,72,59,64,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,8,6:00 AM,70,57,64,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,8,6:30 AM,70,59,68,WSW,2,0,28.8,0.0,0.0,Fair
2016,3,8,7:00 AM,70,59,68,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,8,7:30 AM,70,59,68,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,8,8:00 AM,73,59,61,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,8,8:30 AM,77,59,54,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,8,9:00 AM,77,59,54,S,3,0,28.9,0.0,0.0,Fair
2016,3,8,9:30 AM,82,59,45,SSE,2,0,28.9,0.0,0.0,Fair
2016,3,8,10:00 AM,84,59,42,SE,3,0,28.9,0.0,0.0,Fair
2016,3,8,10:30 AM,86,57,37,SE,3,0,28.9,0.0,0.0,Fair
2016,3,8,11:00 AM,88,57,35,SE,5,0,28.8,0.0,0.0,Fair
2016,3,8,11:30 AM,88,59,38,SW,3,0,28.8,0.0,0.0,Fair
2016,3,8,12:00 PM,91,59,34,SSE,5,0,28.8,0.0,0.0,Fair
2016,3,8,12:30 PM,91,57,31,S,8,0,28.8,0.0,0.0,Fair
2016,3,8,1:00 PM,93,55,28,S,8,0,28.8,0.0,0.0,Fair
2016,3,8,1:30 PM,95,54,25,S,10,0,28.8,0.0,0.0,Fair
2016,3,8,2:00 PM,95,55,26,S,8,0,28.7,0.0,0.0,Fair
2016,3,8,2:30 PM,95,50,22,S,7,0,28.7,0.0,0.0,Fair
2016,3,8,3:00 PM,97,52,22,SSE,7,0,28.7,0.0,0.0,Fair
2016,3,8,3:30 PM,99,52,21,SSE,8,0,28.7,0.0,0.0,Fair
2016,3,8,4:00 PM,99,50,19,SSE,10,0,28.7,0.0,0.0,Fair
2016,3,8,4:30 PM,99,50,19,SSE,9,0,28.7,0.0,0.0,Fair
2016,3,8,5:00 PM,99,48,18,SSE,12,0,28.6,0.0,0.0,Fair
2016,3,8,5:30 PM,99,50,19,SSE,7,0,28.7,0.0,0.0,Fair
2016,3,8,6:00 PM,97,48,19,W,5,0,28.7,0.0,0.0,Fair
2016,3,8,6:30 PM,95,48,20,WNW,6,0,28.7,0.0,0.0,Fair
2016,3,8,7:00 PM,93,46,20,WNW,6,0,28.7,0.0,0.0,Fair
2016,3,8,7:30 PM,90,46,22,WNW,2,0,28.7,0.0,0.0,Fair
2016,3,8,8:00 PM,88,50,27,CALM,0,0,28.7,0.0,0.0,Fair
2016,3,8,8:30 PM,86,52,31,SSE,7,0,28.7,0.0,0.0,Fair
2016,3,8,9:00 PM,86,52,31,S,3,0,28.8,0.0,0.0,Fair
2016,3,8,9:30 PM,84,52,33,S,3,0,28.8,0.0,0.0,Fair
2016,3,8,10:00 PM,84,50,30,SSW,3,0,28.8,0.0,0.0,Fair
2016,3,8,10:30 PM,86,52,31,SSW,13,0,28.8,0.0,0.0,Fair
2016,3,8,11:00 PM,84,54,35,WNW,3,0,28.8,0.0,0.0,Fair
2016,3,8,11:30 PM,79,55,44,E,2,0,28.8,0.0,0.0,Fair
2016,3,9,12:00 AM,79,55,44,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,9,12:30 AM,77,57,50,N,3,0,28.8,0.0,0.0,Fair
2016,3,9,1:00 AM,73,57,57,N,3,0,28.8,0.0,0.0,Fair
2016,3,9,1:30 AM,73,57,57,N,3,0,28.8,0.0,0.0,Fair
2016,3,9,3:00 AM,73,57,57,N,3,0,28.7,0.0,0.0,Fair
2016,3,9,3:30 AM,72,57,60,CALM,0,0,28.7,0.0,0.0,Fair
2016,3,9,4:00 AM,72,57,60,CALM,0,0,28.7,0.0,0.0,Fair
2016,3,9,4:30 AM,72,57,60,CALM,0,0,28.7,0.0,0.0,Fair
2016,3,9,5:00 AM,70,57,64,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,9,5:30 AM,70,59,68,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,9,6:00 AM,70,59,68,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,9,6:30 AM,68,57,68,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,9,7:00 AM,68,57,68,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,9,7:30 AM,70,57,64,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,9,8:00 AM,72,57,60,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,9,8:30 AM,77,57,50,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,9,9:00 AM,79,57,47,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,9,9:30 AM,82,57,42,CALM,0,0,28.8,0.0,0.0,Fair
2016,3,9,10:00 AM,84,57,40,SE,2,0,28.8,0.0,0.0,Fair
2016,3,9,10:30 AM,86,55,35,SE,3,0,28.8,0.0,0.0,Fair
2016,3,9,11:00 AM,88,55,33,SSE,6,0,28.8,0.0,0.0,Fair
2016,3,9,11:30 AM,88,55,33,SSE,6,0,28.8,0.0,0.0,Fair
2016,3,9,12:00 PM,90,55,31,ESE,5,0,28.8,0.0,0.0,Fair
2016,3,9,12:30 PM,91,55,29,E,7,0,28.8,0.0,0.0,Fair
2016,3,9,1:00 PM,93,54,26,SSE,5,0,28.8,0.0,0.0,Fair
2016,3,9,1:30 PM,93,54,26,E,6,0,28.8,0.0,0.0,Fair
2016,3,9,2:00 PM,97,54,23,ESE,6,0,28.7,0.0,0.0,Fair
2016,3,9,2:30 PM,97,54,23,E,6,0,28.7,0.0,0.0,Fair
2016,3,9,3:00 PM,97,54,23,SSE,6,0,28.7,0.0,0.0,Fair
2016,3,9,3:30 PM,97,52,22,S,5,0,28.7,0.0,0.0,Fair
2016,3,9,4:00 PM,97,50,20,SE,7,0,28.7,0.0,0.0,Fair
2016,3,9,4:30 PM,97,50,20,ESE,5,0,28.7,0.0,0.0,Fair
2016,3,9,5:00 PM,97,50,20,SSE,3,0,28.7,0.0,0.0,Fair
2016,3,9,5:30 PM,97,50,20,ENE,1,0,28.7,0.0,0.0,Fair
2016,3,9,6:00 PM,95,50,22,CALM,0,0,28.7,0.0,0.0,Fair
2016,3,9,6:30 PM,93,50,23,CALM,0,0,28.7,0.0,0.0,Fair
2016,3,9,7:00 PM,90,54,29,W,7,0,28.7,0.0,0.0,Fair
