SalesOrderNumber,EnglishProductName,OrderQuantity,OrderDate,UnitPrice,CustomerKey
SO43733,"Road-150 Red, 48",1,2011-01-06 00:00:00.000,3578.27,27577
SO43734,"Road-150 Red, 48",1,2011-01-07 00:00:00.000,3578.27,27604
SO43735,"Road-150 Red, 62",1,2011-01-07 00:00:00.000,3578.27,16522
SO43736,"Mountain-100 Silver, 44",1,2011-01-07 00:00:00.000,3399.99,11002
SO43737,"Road-150 Red, 44",1,2011-01-08 00:00:00.000,3578.27,13261
SO43738,"Road-150 Red, 48",1,2011-01-08 00:00:00.000,3578.27,11606
SO43739,"Road-150 Red, 62",1,2011-01-08 00:00:00.000,3578.27,13563
SO43740,"Road-150 Red, 48",1,2011-01-08 00:00:00.000,3578.27,16527
SO43741,"Road-150 Red, 62",1,2011-01-09 00:00:00.000,3578.27,27671
SO43742,"Road-150 Red, 56",1,2011-01-09 00:00:00.000,3578.27,13576
SO43743,"Mountain-100 Silver, 48",1,2011-01-09 00:00:00.000,3399.99,11007
SO43744,"Road-150 Red, 52",1,2011-01-09 00:00:00.000,3578.27,16631
SO43745,"Road-150 Red, 44",1,2011-01-10 00:00:00.000,3578.27,16514
SO43746,"Road-150 Red, 48",1,2011-01-10 00:00:00.000,3578.27,16616
SO43747,"Road-150 Red, 56",1,2011-01-11 00:00:00.000,3578.27,27623
SO43748,"Road-150 Red, 52",1,2011-01-11 00:00:00.000,3578.27,27625
SO43749,"Road-150 Red, 56",1,2011-01-11 00:00:00.000,3578.27,27636
SO43750,"Road-150 Red, 44",1,2011-01-11 00:00:00.000,3578.27,11591
SO43751,"Road-150 Red, 52",1,2011-01-11 00:00:00.000,3578.27,11592
SO43752,"Road-150 Red, 44",1,2011-01-11 00:00:00.000,3578.27,13265
SO43753,"Road-150 Red, 62",1,2011-01-11 00:00:00.000,3578.27,16482
SO43754,"Road-150 Red, 48",1,2011-01-12 00:00:00.000,3578.27,27617
SO43755,"Road-150 Red, 44",1,2011-01-12 00:00:00.000,3578.27,27670
SO43756,"Road-650 Black, 58",1,2011-01-12 00:00:00.000,699.0982,19941
SO43757,"Mountain-100 Black, 44",1,2011-01-12 00:00:00.000,3374.99,11017
SO43758,"Road-150 Red, 62",1,2011-01-13 00:00:00.000,3578.27,27646
SO43759,"Road-150 Red, 62",1,2011-01-13 00:00:00.000,3578.27,13257
SO43760,"Road-150 Red, 56",1,2011-01-13 00:00:00.000,3578.27,16352
SO43761,"Road-150 Red, 62",1,2011-01-13 00:00:00.000,3578.27,16493
SO43762,"Road-150 Red, 56",1,2011-01-14 00:00:00.000,3578.27,27578
SO43763,"Road-150 Red, 52",1,2011-01-14 00:00:00.000,3578.27,16525
SO43764,"Road-150 Red, 62",1,2011-01-14 00:00:00.000,3578.27,16612
SO43765,"Mountain-100 Silver, 44",1,2011-01-14 00:00:00.000,3399.99,11010
SO43766,"Road-150 Red, 52",1,2011-01-15 00:00:00.000,3578.27,16518
SO43767,"Mountain-100 Black, 44",1,2011-01-15 00:00:00.000,3374.99,11001
SO43768,"Road-150 Red, 48",1,2011-01-16 00:00:00.000,3578.27,27649
SO43769,"Road-150 Red, 48",1,2011-01-16 00:00:00.000,3578.27,21659
SO43770,"Road-150 Red, 48",1,2011-01-16 00:00:00.000,3578.27,27614
SO43771,"Road-650 Red, 52",1,2011-01-16 00:00:00.000,699.0982,14559
SO43772,"Road-150 Red, 48",1,2011-01-16 00:00:00.000,3578.27,16524
SO43773,"Road-150 Red, 56",1,2011-01-16 00:00:00.000,3578.27,16526
SO43774,"Road-150 Red, 52",1,2011-01-16 00:00:00.000,3578.27,16348
SO43775,"Mountain-100 Silver, 48",1,2011-01-16 00:00:00.000,3399.99,11027
SO43776,"Road-150 Red, 56",1,2011-01-17 00:00:00.000,3578.27,13260
SO43777,"Road-150 Red, 44",1,2011-01-17 00:00:00.000,3578.27,16515
SO43778,"Mountain-100 Silver, 42",1,2011-01-17 00:00:00.000,3399.99,11018
SO43779,"Road-650 Red, 44",1,2011-01-17 00:00:00.000,699.0982,25252
SO43780,"Road-150 Red, 44",1,2011-01-18 00:00:00.000,3578.27,11599
SO43781,"Road-150 Red, 48",1,2011-01-18 00:00:00.000,3578.27,16495
SO43782,"Road-150 Red, 48",1,2011-01-18 00:00:00.000,3578.27,16516
SO43783,"Road-150 Red, 48",1,2011-01-18 00:00:00.000,3578.27,16620
SO43784,"Road-150 Red, 62",1,2011-01-19 00:00:00.000,3578.27,27667
SO43785,"Road-150 Red, 44",1,2011-01-19 00:00:00.000,3578.27,11601
SO43786,"Road-150 Red, 44",1,2011-01-19 00:00:00.000,3578.27,11607
SO43787,"Mountain-100 Silver, 38",1,2011-01-19 00:00:00.000,3399.99,29385
SO43788,"Mountain-100 Black, 48",1,2011-01-19 00:00:00.000,3374.99,11239
SO43789,"Mountain-100 Black, 48",1,2011-01-19 00:00:00.000,3374.99,25865
SO43790,"Mountain-100 Silver, 38",1,2011-01-19 00:00:00.000,3399.99,25857
SO43791,"Road-150 Red, 56",1,2011-01-19 00:00:00.000,3578.27,16484
SO43792,"Road-150 Red, 48",1,2011-01-19 00:00:00.000,3578.27,16623
SO43793,"Mountain-100 Silver, 38",1,2011-01-19 00:00:00.000,3399.99,11000
SO43794,"Mountain-100 Silver, 48",1,2011-01-19 00:00:00.000,3399.99,11029
SO43795,"Road-150 Red, 48",1,2011-01-20 00:00:00.000,3578.27,27615
SO43796,"Road-650 Black, 52",1,2011-01-20 00:00:00.000,699.0982,17956
SO43797,"Road-150 Red, 48",1,2011-01-20 00:00:00.000,3578.27,16345
SO43798,"Road-150 Red, 62",1,2011-01-20 00:00:00.000,3578.27,16521
SO43799,"Road-150 Red, 48",1,2011-01-20 00:00:00.000,3578.27,16636
SO43800,"Road-150 Red, 44",1,2011-01-21 00:00:00.000,3578.27,21710
SO43801,"Road-150 Red, 44",1,2011-01-21 00:00:00.000,3578.27,13583
SO43802,"Road-150 Red, 48",1,2011-01-21 00:00:00.000,3578.27,11593
SO43803,"Road-150 Red, 56",1,2011-01-22 00:00:00.000,3578.27,21741
SO43804,"Road-150 Red, 62",1,2011-01-22 00:00:00.000,3578.27,13585
SO43805,"Road-650 Red, 48",1,2011-01-22 00:00:00.000,699.0982,14510
SO43806,"Road-150 Red, 48",1,2011-01-22 00:00:00.000,3578.27,16523
SO43807,"Road-150 Red, 48",1,2011-01-23 00:00:00.000,3578.27,11611
SO43808,"Road-150 Red, 52",1,2011-01-23 00:00:00.000,3578.27,13259
SO43809,"Road-150 Red, 62",1,2011-01-23 00:00:00.000,3578.27,16350
SO43810,"Mountain-100 Silver, 42",1,2011-01-23 00:00:00.000,3399.99,11004
SO43811,"Mountain-100 Silver, 44",1,2011-01-23 00:00:00.000,3399.99,11026
SO43812,"Road-150 Red, 48",1,2011-01-24 00:00:00.000,3578.27,27662
SO43813,"Mountain-100 Black, 44",1,2011-01-24 00:00:00.000,3374.99,28390
SO43814,"Mountain-100 Black, 44",1,2011-01-24 00:00:00.000,3374.99,25866
SO43815,"Road-150 Red, 44",1,2011-01-24 00:00:00.000,3578.27,16494
SO43816,"Road-150 Red, 56",1,2011-01-24 00:00:00.000,3578.27,16496
SO43817,"Road-150 Red, 62",1,2011-01-24 00:00:00.000,3578.27,16519
SO43818,"Road-150 Red, 48",1,2011-01-24 00:00:00.000,3578.27,16528
SO43819,"Mountain-100 Silver, 44",1,2011-01-24 00:00:00.000,3399.99,11006
SO43820,"Road-150 Red, 48",1,2011-01-25 00:00:00.000,3578.27,27651
SO43821,"Road-150 Red, 62",1,2011-01-25 00:00:00.000,3578.27,27663
SO43822,"Road-150 Red, 52",1,2011-01-25 00:00:00.000,3578.27,27669
SO43823,"Road-650 Black, 52",1,2011-01-25 00:00:00.000,699.0982,19942
SO43824,"Road-650 Black, 44",1,2011-01-25 00:00:00.000,699.0982,14558
SO43825,"Road-150 Red, 52",1,2011-01-25 00:00:00.000,3578.27,16349
SO43826,"Mountain-100 Black, 38",1,2011-01-25 00:00:00.000,3374.99,11008
SO43827,"Road-650 Black, 44",1,2011-01-25 00:00:00.000,699.0982,25250
SO43828,"Road-150 Red, 62",1,2011-01-26 00:00:00.000,3578.27,27605
SO43829,"Road-150 Red, 62",1,2011-01-26 00:00:00.000,3578.27,27611
SO43830,"Road-150 Red, 44",1,2011-01-26 00:00:00.000,3578.27,16347
SO43831,"Mountain-100 Black, 42",1,2011-01-26 00:00:00.000,3374.99,11028
SO43832,"Road-150 Red, 62",1,2011-01-26 00:00:00.000,3578.27,13584
SO43833,"Road-150 Red, 62",1,2011-01-27 00:00:00.000,3578.27,21727
SO43834,"Mountain-100 Black, 38",1,2011-01-27 00:00:00.000,3374.99,28393
SO43835,"Mountain-100 Black, 38",1,2011-01-27 00:00:00.000,3374.99,19802
SO43836,"Road-650 Red, 62",1,2011-01-27 00:00:00.000,699.0982,26620
SO43837,"Mountain-100 Black, 44",1,2011-01-27 00:00:00.000,3374.99,11009
SO43838,"Road-150 Red, 52",1,2011-01-28 00:00:00.000,3578.27,27641
SO43839,"Road-150 Red, 44",1,2011-01-28 00:00:00.000,3578.27,27673
SO43840,"Road-650 Red, 44",1,2011-01-28 00:00:00.000,699.0982,17957
SO43841,"Road-150 Red, 56",1,2011-01-28 00:00:00.000,3578.27,13406
SO43842,"Road-150 Red, 48",1,2011-01-28 00:00:00.000,3578.27,16630
SO43918,"Road-150 Red, 52",1,2011-01-29 00:00:00.000,3578.27,22041
SO43919,"Road-150 Red, 56",1,2011-01-29 00:00:00.000,3578.27,12124
SO43920,"Road-150 Red, 52",1,2011-01-29 00:00:00.000,3578.27,28066
SO43921,"Road-150 Red, 52",1,2011-01-29 00:00:00.000,3578.27,16743
SO43922,"Road-150 Red, 62",1,2011-01-29 00:00:00.000,3578.27,13546
SO43923,"Road-150 Red, 48",1,2011-01-30 00:00:00.000,3578.27,28018
SO43924,"Road-150 Red, 62",1,2011-01-30 00:00:00.000,3578.27,12132
SO43925,"Road-150 Red, 56",1,2011-01-30 00:00:00.000,3578.27,16661
SO43926,"Mountain-100 Black, 48",1,2011-01-31 00:00:00.000,3374.99,11055
SO43927,"Road-150 Red, 56",1,2011-01-31 00:00:00.000,3578.27,16662
SO43928,"Road-150 Red, 52",1,2011-01-31 00:00:00.000,3578.27,16740
SO43929,"Road-650 Red, 60",1,2011-01-31 00:00:00.000,699.0982,25270
SO43930,"Road-150 Red, 48",1,2011-02-01 00:00:00.000,3578.27,28038
SO43931,"Road-150 Red, 52",1,2011-02-01 00:00:00.000,3578.27,13548
SO43932,"Road-150 Red, 56",1,2011-02-01 00:00:00.000,3578.27,16741
SO43933,"Mountain-100 Silver, 48",1,2011-02-01 00:00:00.000,3399.99,11031
SO43934,"Mountain-100 Silver, 44",1,2011-02-01 00:00:00.000,3399.99,11034
SO43935,"Road-650 Black, 60",1,2011-02-02 00:00:00.000,699.0982,20048
SO43936,"Road-150 Red, 44",1,2011-02-02 00:00:00.000,3578.27,28065
SO43937,"Road-150 Red, 48",1,2011-02-02 00:00:00.000,3578.27,17047
SO43938,"Road-150 Red, 62",1,2011-02-02 00:00:00.000,3578.27,16686
SO43939,"Road-150 Red, 48",1,2011-02-02 00:00:00.000,3578.27,16659
SO43940,"Road-650 Black, 62",1,2011-02-02 00:00:00.000,699.0982,25294
SO43941,"Road-150 Red, 56",1,2011-02-03 00:00:00.000,3578.27,13600
SO43942,"Road-150 Red, 62",1,2011-02-03 00:00:00.000,3578.27,17051
SO43943,"Road-650 Black, 44",1,2011-02-03 00:00:00.000,699.0982,14565
SO43944,"Mountain-100 Silver, 38",1,2011-02-03 00:00:00.000,3399.99,11054
SO43945,"Road-150 Red, 62",1,2011-02-03 00:00:00.000,3578.27,16675
SO43946,"Road-150 Red, 52",1,2011-02-03 00:00:00.000,3578.27,16687
SO43947,"Road-150 Red, 62",1,2011-02-03 00:00:00.000,3578.27,16712
SO43948,"Mountain-100 Silver, 42",1,2011-02-03 00:00:00.000,3399.99,11047
SO43949,"Road-150 Red, 62",1,2011-02-04 00:00:00.000,3578.27,27726
SO43950,"Road-150 Red, 44",1,2011-02-04 00:00:00.000,3578.27,28014
SO43951,"Road-150 Red, 44",1,2011-02-04 00:00:00.000,3578.27,16696
SO43952,"Road-150 Red, 48",1,2011-02-04 00:00:00.000,3578.27,16639
SO43953,"Road-650 Black, 52",1,2011-02-05 00:00:00.000,699.0982,20049
SO43954,"Road-150 Red, 44",1,2011-02-05 00:00:00.000,3578.27,13602
SO43955,"Road-150 Red, 56",1,2011-02-05 00:00:00.000,3578.27,13661
SO43956,"Mountain-100 Silver, 38",1,2011-02-05 00:00:00.000,3399.99,11030
SO43957,"Road-150 Red, 52",1,2011-02-06 00:00:00.000,3578.27,28068
SO43958,"Road-150 Red, 48",1,2011-02-06 00:00:00.000,3578.27,16658
SO43959,"Mountain-100 Black, 38",1,2011-02-06 00:00:00.000,3374.99,11035
SO43960,"Mountain-100 Black, 42",1,2011-02-06 00:00:00.000,3374.99,11046
SO43961,"Road-150 Red, 44",1,2011-02-07 00:00:00.000,3578.27,28031
SO43962,"Road-150 Red, 48",1,2011-02-07 00:00:00.000,3578.27,28076
SO43963,"Road-150 Red, 56",1,2011-02-07 00:00:00.000,3578.27,16685
SO43964,"Road-150 Red, 48",1,2011-02-07 00:00:00.000,3578.27,16745
SO43965,"Mountain-100 Black, 48",1,2011-02-07 00:00:00.000,3374.99,11038
SO43966,"Mountain-100 Silver, 48",1,2011-02-07 00:00:00.000,3399.99,11039
SO43967,"Road-150 Red, 52",1,2011-02-08 00:00:00.000,3578.27,28040
SO43968,"Road-150 Red, 52",1,2011-02-08 00:00:00.000,3578.27,28067
SO43969,"Road-150 Red, 62",1,2011-02-08 00:00:00.000,3578.27,28071
SO43970,"Road-150 Red, 44",1,2011-02-08 00:00:00.000,3578.27,16684
SO43971,"Road-150 Red, 56",1,2011-02-08 00:00:00.000,3578.27,16657
SO43972,"Road-150 Red, 56",1,2011-02-09 00:00:00.000,3578.27,21939
SO43973,"Road-150 Red, 48",1,2011-02-09 00:00:00.000,3578.27,28039
SO43974,"Road-150 Red, 48",1,2011-02-09 00:00:00.000,3578.27,13687
SO43975,"Road-150 Red, 48",1,2011-02-09 00:00:00.000,3578.27,13540
SO43976,"Road-150 Red, 62",1,2011-02-09 00:00:00.000,3578.27,28063
SO43977,"Road-150 Red, 48",1,2011-02-09 00:00:00.000,3578.27,16703
SO43978,"Road-150 Red, 62",1,2011-02-10 00:00:00.000,3578.27,28030
SO43979,"Road-650 Red, 60",1,2011-02-10 00:00:00.000,699.0982,14576
SO43980,"Mountain-100 Black, 48",1,2011-02-10 00:00:00.000,3374.99,11048
SO43981,"Road-150 Red, 56",1,2011-02-10 00:00:00.000,3578.27,16664
SO43982,"Road-650 Black, 52",1,2011-02-10 00:00:00.000,699.0982,25271
SO43983,"Road-150 Red, 56",1,2011-02-11 00:00:00.000,3578.27,28017
SO43984,"Road-150 Red, 44",1,2011-02-11 00:00:00.000,3578.27,13545
SO43985,"Road-150 Red, 52",1,2011-02-11 00:00:00.000,3578.27,13515
SO43986,"Road-150 Red, 62",1,2011-02-11 00:00:00.000,3578.27,28070
SO43987,"Road-150 Red, 62",1,2011-02-12 00:00:00.000,3578.27,28042
SO43988,"Mountain-100 Silver, 38",1,2011-02-12 00:00:00.000,3399.99,11244
SO43989,"Road-150 Red, 48",1,2011-02-12 00:00:00.000,3578.27,28083
SO43990,"Mountain-100 Silver, 38",1,2011-02-12 00:00:00.000,3399.99,25872
SO43991,"Road-150 Red, 62",1,2011-02-12 00:00:00.000,3578.27,16660
SO43992,"Road-150 Red, 44",1,2011-02-12 00:00:00.000,3578.27,16638
SO43993,"Road-150 Red, 56",1,2011-02-14 00:00:00.000,3578.27,16929
SO43994,"Road-150 Red, 56",1,2011-02-15 00:00:00.000,3578.27,27681
SO43995,"Road-150 Red, 48",1,2011-02-15 00:00:00.000,3578.27,21813
SO43996,"Road-150 Red, 62",1,2011-02-15 00:00:00.000,3578.27,27920
SO43997,"Road-150 Red, 62",1,2011-02-15 00:00:00.000,3578.27,28022
SO43998,"Mountain-100 Black, 38",1,2011-02-15 00:00:00.000,3374.99,11033
SO43999,"Road-150 Red, 44",1,2011-02-15 00:00:00.000,3578.27,28047
SO44000,"Road-150 Red, 44",1,2011-02-16 00:00:00.000,3578.27,27918
SO44001,"Road-150 Red, 52",1,2011-02-16 00:00:00.000,3578.27,28044
SO44002,"Road-650 Black, 62",1,2011-02-16 00:00:00.000,699.0982,14572
SO44003,"Road-650 Black, 52",1,2011-02-16 00:00:00.000,699.0982,19325
SO44004,"Road-150 Red, 62",1,2011-02-16 00:00:00.000,3578.27,28061
SO44005,"Road-650 Black, 60",1,2011-02-16 00:00:00.000,699.0982,26629
SO44006,"Road-150 Red, 62",1,2011-02-16 00:00:00.000,3578.27,16744
SO44007,"Road-650 Red, 58",1,2011-02-16 00:00:00.000,699.0982,25555
SO44008,"Road-150 Red, 48",1,2011-02-17 00:00:00.000,3578.27,27678
SO44009,"Road-150 Red, 56",1,2011-02-17 00:00:00.000,3578.27,27759
SO44010,"Road-150 Red, 62",1,2011-02-17 00:00:00.000,3578.27,13680
SO44011,"Road-150 Red, 62",1,2011-02-17 00:00:00.000,3578.27,13514
SO44012,"Mountain-100 Black, 42",1,2011-02-17 00:00:00.000,3374.99,11052
SO44013,"Road-150 Red, 48",1,2011-02-17 00:00:00.000,3578.27,16928
SO44014,"Road-150 Red, 52",1,2011-02-18 00:00:00.000,3578.27,27917
SO44015,"Road-150 Red, 44",1,2011-02-18 00:00:00.000,3578.27,13693
SO44016,"Mountain-100 Black, 44",1,2011-02-18 00:00:00.000,3374.99,11247
SO44017,"Road-150 Red, 62",1,2011-02-18 00:00:00.000,3578.27,28078
SO44018,"Mountain-100 Black, 44",1,2011-02-18 00:00:00.000,3374.99,25876
SO44019,"Road-150 Red, 62",1,2011-02-18 00:00:00.000,3578.27,16701
SO44020,"Road-150 Red, 44",1,2011-02-18 00:00:00.000,3578.27,16931
SO44021,"Mountain-100 Black, 38",1,2011-02-18 00:00:00.000,3374.99,11032
SO44022,"Road-150 Red, 52",1,2011-02-19 00:00:00.000,3578.27,22008
SO44023,"Mountain-100 Black, 42",1,2011-02-19 00:00:00.000,3374.99,19830
SO44024,"Road-150 Red, 56",1,2011-02-19 00:00:00.000,3578.27,16663
SO44025,"Road-150 Red, 56",1,2011-02-19 00:00:00.000,3578.27,16708
SO44026,"Road-150 Red, 62",1,2011-02-19 00:00:00.000,3578.27,17045
SO44027,"Road-150 Red, 62",1,2011-02-20 00:00:00.000,3578.27,21921
SO44028,"Road-150 Red, 48",1,2011-02-20 00:00:00.000,3578.27,17048
SO44029,"Mountain-100 Black, 44",1,2011-02-20 00:00:00.000,3374.99,11050
SO44030,"Road-150 Red, 44",1,2011-02-21 00:00:00.000,3578.27,12131
SO44031,"Road-150 Red, 52",1,2011-02-21 00:00:00.000,3578.27,13689
SO44032,"Mountain-100 Silver, 38",1,2011-02-21 00:00:00.000,3399.99,11243
SO44033,"Road-150 Red, 56",1,2011-02-21 00:00:00.000,3578.27,16693
SO44034,"Road-150 Red, 52",1,2011-02-21 00:00:00.000,3578.27,16702
SO44035,"Road-150 Red, 48",1,2011-02-21 00:00:00.000,3578.27,16707
SO44036,"Road-150 Red, 62",1,2011-02-21 00:00:00.000,3578.27,17046
SO44037,"Road-650 Red, 48",1,2011-02-21 00:00:00.000,699.0982,25272
SO44038,"Mountain-100 Silver, 38",1,2011-02-21 00:00:00.000,3399.99,25868
SO44039,"Road-650 Black, 52",1,2011-02-22 00:00:00.000,699.0982,17971
SO44040,"Mountain-100 Black, 48",1,2011-02-22 00:00:00.000,3374.99,11057
SO44041,"Road-150 Red, 52",1,2011-02-22 00:00:00.000,3578.27,16742
SO44042,"Road-150 Red, 52",1,2011-02-23 00:00:00.000,3578.27,13678
SO44043,"Road-150 Red, 44",1,2011-02-23 00:00:00.000,3578.27,13679
SO44044,"Road-150 Red, 56",1,2011-02-23 00:00:00.000,3578.27,13690
SO44045,"Mountain-100 Silver, 38",1,2011-02-23 00:00:00.000,3399.99,28394
SO44046,"Road-150 Red, 52",1,2011-02-23 00:00:00.000,3578.27,28064
SO44047,"Mountain-100 Silver, 38",1,2011-02-23 00:00:00.000,3399.99,25878
SO44048,"Road-150 Red, 56",1,2011-02-23 00:00:00.000,3578.27,16713
SO44049,"Road-150 Red, 56",1,2011-02-24 00:00:00.000,3578.27,13538
SO44050,"Road-150 Red, 62",1,2011-02-24 00:00:00.000,3578.27,17050
SO44051,"Road-150 Red, 62",1,2011-02-25 00:00:00.000,3578.27,13691
SO44052,"Road-150 Red, 56",1,2011-02-25 00:00:00.000,3578.27,16637
SO44053,"Road-650 Black, 44",1,2011-02-26 00:00:00.000,699.0982,19329
SO44054,"Road-150 Red, 56",1,2011-02-26 00:00:00.000,3578.27,13542
SO44055,"Road-150 Red, 62",1,2011-02-26 00:00:00.000,3578.27,13543
SO44056,"Road-150 Red, 56",1,2011-02-26 00:00:00.000,3578.27,13559
SO44057,"Road-650 Black, 44",1,2011-02-26 00:00:00.000,699.0982,14577
SO44058,"Mountain-100 Black, 44",1,2011-02-26 00:00:00.000,3374.99,11056
SO44059,"Road-150 Red, 52",1,2011-02-26 00:00:00.000,3578.27,16688
SO44060,"Road-650 Black, 52",1,2011-02-26 00:00:00.000,699.0982,25273
SO44061,"Road-150 Red, 62",1,2011-02-27 00:00:00.000,3578.27,27919
SO44062,"Road-150 Red, 62",1,2011-02-27 00:00:00.000,3578.27,28041
SO44063,"Mountain-100 Silver, 38",1,2011-02-27 00:00:00.000,3399.99,11240
SO44064,"Road-150 Red, 62",1,2011-02-27 00:00:00.000,3578.27,22050
SO44065,"Road-150 Red, 62",1,2011-02-27 00:00:00.000,3578.27,28062
SO44066,"Mountain-100 Silver, 38",1,2011-02-27 00:00:00.000,3399.99,25867
SO44067,"Road-150 Red, 62",1,2011-02-27 00:00:00.000,3578.27,17049
SO44068,"Road-150 Red, 52",1,2011-02-28 00:00:00.000,3578.27,13541
SO44069,"Mountain-100 Black, 42",1,2011-02-28 00:00:00.000,3374.99,28395
SO44070,"Mountain-100 Black, 42",1,2011-02-28 00:00:00.000,3374.99,19829
SO44071,"Road-150 Red, 52",1,2011-02-28 00:00:00.000,3578.27,16691
SO44072,"Road-150 Red, 44",1,2011-02-28 00:00:00.000,3578.27,16656
SO44073,"Mountain-100 Black, 48",1,2011-02-28 00:00:00.000,3374.99,11044
SO44134,"Road-150 Red, 62",1,2011-03-01 00:00:00.000,3578.27,13821
SO44135,"Road-150 Red, 62",1,2011-03-01 00:00:00.000,3578.27,28156
SO44136,"Road-150 Red, 44",1,2011-03-01 00:00:00.000,3578.27,22114
SO44137,"Road-150 Red, 56",1,2011-03-01 00:00:00.000,3578.27,17328
SO44138,"Road-150 Red, 62",1,2011-03-02 00:00:00.000,3578.27,13765
SO44139,"Road-150 Red, 44",1,2011-03-02 00:00:00.000,3578.27,13792
SO44140,"Road-150 Red, 44",1,2011-03-02 00:00:00.000,3578.27,12221
SO44141,"Road-150 Red, 52",1,2011-03-02 00:00:00.000,3578.27,13572
SO44142,"Road-150 Red, 52",1,2011-03-02 00:00:00.000,3578.27,22058
SO44143,"Road-150 Red, 52",1,2011-03-02 00:00:00.000,3578.27,28145
SO44144,"Road-150 Red, 48",1,2011-03-02 00:00:00.000,3578.27,17071
SO44145,"Road-150 Red, 62",1,2011-03-02 00:00:00.000,3578.27,17309
SO44146,"Road-150 Red, 52",1,2011-03-02 00:00:00.000,3578.27,17310
SO44147,"Road-150 Red, 62",1,2011-03-02 00:00:00.000,3578.27,17320
SO44148,"Road-150 Red, 62",1,2011-03-03 00:00:00.000,3578.27,28172
SO44149,"Road-150 Red, 48",1,2011-03-03 00:00:00.000,3578.27,17242
SO44150,"Road-150 Red, 48",1,2011-03-03 00:00:00.000,3578.27,17315
SO44151,"Road-650 Red, 48",1,2011-03-03 00:00:00.000,699.0982,25558
SO44152,"Mountain-100 Silver, 44",1,2011-03-04 00:00:00.000,3399.99,11334
SO44153,"Road-150 Red, 48",1,2011-03-04 00:00:00.000,3578.27,28168
SO44154,"Road-150 Red, 44",1,2011-03-04 00:00:00.000,3578.27,28181
SO44155,"Road-150 Red, 52",1,2011-03-04 00:00:00.000,3578.27,28131
SO44156,"Mountain-100 Silver, 44",1,2011-03-04 00:00:00.000,3399.99,25887
SO44157,"Road-150 Red, 56",1,2011-03-04 00:00:00.000,3578.27,17055
SO44158,"Road-150 Red, 44",1,2011-03-05 00:00:00.000,3578.27,13567
