isEdited,rating,review,title,date,userName,developerResponse.id,developerResponse.body,developerResponse.modified
FALSE,5,แกร็บยืน1ในใจ เรื่องบริการ,Good,2021-01-18 05:32:32,JaneeeJane,,,
FALSE,5,โหลดมาใช่เพราะbnk48เป็นพรีเซนเตอร์,ความคิดเห็น,2020-09-23 10:13:38,ทีมแฟนเฌอปราง,,,
FALSE,1,ไม่ไหวแย่ๆใช้มานานมาระงับสมัครใหม่ก็ไม่ได้ ป่วยมาก,คือจะระงับก็ควรดูบ้างนะไม่ใช่ระงับปัญญาอ่อน,2020-11-11 17:03:02,nkkk1123,19216220,แกร็บสวัสดีค่ะ หากบัญชีถูกระงับการใช้งาน แกร็บแนะนำให้ทำการยื่นอุทธรณ์เข้ามาทาง https://bit.ly/3jd38FI เพื่อให้ทางฝ่ายที่เกี่ยวข้องโดยตรงทำการตรวจสอบเพิ่มเติมนะคะ โดยหากมีการตรวจสอบเรียบร้อยแล้ว แกร็บจะมีการแจ้งกลับทาง SMS ค่ะ และหากต้องการให้แกร็บช่วยเหลือในด้านใดเพิ่มเติม สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH ได้เลยนะคะ,2020-11-19T10:16:32Z
FALSE,4,อยากให้ลูกค้าสามารถชมรีวิวอาหารจากลูกค้าท่านอื่นๆได้ เพื่อประกอบการตัดสินใจซื้อ คิดว่ามันเป็นส่วนหนึ่งที่ลูกค้าควรจะได้รับบริการที่ดี หากผิดหวังมันก็คงจะโดยรวมไปถึงการไม่อยากใช้บริการแกรปอีก,รีวิว,2020-10-08 02:43:41,fahknpn,,,
FALSE,4,"Easy way to get a cab without having to deal with the typical local taxi shenanigans. 95% of grab cars or grab premiums are excellent making it that much more enticing! 

When it comes to grab food, most restaurants that are worth anything in bkk are in this app and ready to deliver in a fast and reliable way. 

What more to say besides keep it up k.Grab :)","Cool app, reliable and effective",2021-03-17 05:11:36,Noitchi,,,
FALSE,1,คือเราอ่านทุกอย่าง ทำตามเงื่อนไขแต่ใช้ไม่ได้ แจ้งเกินขีดจำกัดบ้าง หมดอายุบ้าง งั้นวันหลังอย่าแจ้งเตือนนะคะถ้าใช้ไม่ได้ ถ้าเทียบกับตลาดอื่น ผิดหวังค่ะ,ใช้ส่วนลดไม่ได้,2020-08-12 08:33:04,tdwkcwg.,18093058,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ ทั้งนี้หากพบปัญหาการใช้งานโปรโมชัน สามารถส่งเรื่องเข้ามาทาง https://bit.ly/2QvOa1m เพื่อให้แกร็บทำการตรวจสอบเพิ่มเติมได้เลยนะคะ หรือสามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH ได้เลยค่ะ รวมถึงติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2020-09-25T07:47:11Z
FALSE,1,ดี,ดี,2021-03-19 07:30:29,.T.A.K.,,,
FALSE,3,คือนี่ใช้มานานมาก แต่โค้ดส่วนลดของGrab food มีแต่ผู้ใช้ใหม่ ไม่ค่อยมีของผู้ใช้เก่าเลย บางเดือนก็ไม่มีมาให้เลยด้วย อยากให้เพิ่มจำนวนโค้ดหน่อยก็ดี เพราะลูกค้าเก่าก็สำคัญนะ,เพิ่มจำนวนโค้ดส่วนลดอาหาร,2021-03-19 06:26:43,Aonny_,,,
FALSE,1,ใช้บริการมาปีกว่า อยู่ดีๆโดนระงับบช. -ไม่เคยยกเลิกคำสั่ง ไม่เคยลอคอินเครื่องอื่น ทำไมอะ ไม่อยากได้เงินชั้นแล้วเหรอ ดีเหมือนกันค่ะ โบกมือลา,โดนระงับบช.ผู้ใช้,2021-03-17 06:20:54,ฆวยยยยยยยย,21748509,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกด้วยนะคะ ทั้งนี้แกร็บแนะนำให้ติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บตรวจสอบเพิ่มเติมนะคะ หรือติดต่อ Call Centre ได้เช่นกันค่ะ,2021-03-19T06:46:37Z
FALSE,1,"ส่งของไม่ครบบ่อยมาก โดนมาหลายครั้งแล้ว
เวลาเกิดปัญหา ก็แก้โดยการคืนเป็นส่วนลดสำหรับซื้อครั้งต่อไป ส่วนตัวไม่ชอบแบบนี้เลย
ราคาขายก็แพง ค่าส่งก็แพงกว่าของเจ้าอื่น",ณ ตอนนี้ น่าจะแย่ที่สุดในบรรดาแอปแนวเดียวกัน,2021-03-17 04:56:55,bokuD,21748477,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ ทั้งนี้หากทางคุณผู้ใช้บริการไม่สะดวกรับการชดเชยเป็นส่วนลด ในส่วนนี้แกร็บแนะนำให้ทำการตอบกลับอีเมลที่ทางฝ่ายที่เกี่ยวข้องทำการติดต่อกลับนะคะ เพื่อให้เจ้าหน้าที่ทำการชดเชยเป็นการคืนเงินได้เลยค่ะ นอกจากนี้หากพบปัญหาในด้านใดเพิ่มเติม สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH ได้เลยนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-19T06:45:30Z
FALSE,5,I’m currently in Hotel Quarantine and I ordered through the Market section of the Grab app. I was able to order from one of the local supermarkets at local prices. Delivered to the hotel reception. So glad cause I could buy items I can’t access at my hotel. Awesome experience. Definitely useful. Very appreciative,Market selection,2021-03-15 10:41:50,Got ripped off333,,,
FALSE,3,ยังจุดบ้านตัวเองไม่ได้อยู่ดี และจุดที่จะไปส่งก็ไม่ตรงเหมือนเดิม แก้ไขก็ไม่ได้ ยังคงปัญหาเดิมๆอยู่,ตำแหน่งสถานที่,2021-03-16 23:12:08,Patt4646,21748638,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกด้วยนะคะ ในกรณีที่ไม่สามารถปักหมุดได้ แกร็บแนะนำให้ส่งเรื่องเข้ามาทางศูนย์ช่วยเหลือ ในหัวข้อ การเดินทาง > รายงานปัญหาเกี่ยวกับแผนที่และสถานที่ > รายงานปัญหาเกี่ยวกับสถานที่ เพื่อให้ทางฝ่ายที่เกี่ยวข้องทำการตรวจสอบและแก้ไขนะคะ ทั้งนี้หากต้องการให้แกร็บช่วยเหลือในด้านใดเพิ่มเติม สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH ได้เลยนะคะ รวมถึงติดต่อ Call Centre ผ่านศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-19T06:51:21Z
FALSE,1,ระบบตัดบัตรเดบิตห่วยมากๆชอบตัดเงินก่อนทุกครั้ง พอไม่ได้สินค้าต้องรอเงินคืนนานมากๆๆๆๆๆแนะนำอย่าจ่ายผ่านบัตรให้จ่ายเงินสดแทน,ระบบตัดบัตรเดบิตห่วยมากชอบตัดเงินไปก่อน,2021-03-16 14:55:18,Nat123t,21748437,แกร็บสวัสดีค่ะ โดยปกติแล้วแกร็บจะมีการกันวงเงินบัตร ซึ่งจะเป็นการที่แกร็บส่งคำสั่งเพื่อให้ธนาคารผู้ออกบัตร ทำการล็อควงเงิน เพื่อตรวจสอบว่าบัตรมียอดเงินเพียงพอสำหรับใช้งานหรือไม่นะคะ โดยหากการใช้งานไม่สำเร็จ ระบบจะทำการคืนเงินโดยอัตโนมัติทันทีค่ะ ทั้งนี้ระยะเวลาที่ยอดเงินจะเข้านั้น จะขึ้นอยู่กับทางธนาคารนะคะ โดยทางคุณผู้ใช้บริการจะได้รับเงินคืนอย่างแน่นอนค่ะ ในส่วนนี้แกร็บแนะนำให้ตรวจสอบข้อมูลการกันวงเงินเพิ่มเติมผ่านทาง https://bit.ly/2Z4rWqf นะคะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ,2021-03-19T06:43:44Z
FALSE,1,สั่งไปต้องลุ้นตลอดว่าจะมีคนส่งหรือไม่มี,ถูกยกเลิกตลอด,2021-03-16 12:51:25,Tiknui,21748399,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ ทั้งนี้แกร็บขออนุญาตแจ้งว่า โดยปกติแล้วปริมาณพาร์ทเนอร์คนขับที่พร้อมรับงานอยู่นั้น จะขึ้นอยู่กับช่วงเวลา พื้นที่ที่เรียกใช้บริการ รวมถึงสภาพการจราจร และสภาพอากาศด้วยเช่นกันนะคะ อย่างไรแล้วแกร็บขอน้อมรับความคิดเห็นในส่วนนี้ เพื่อนำไปพัฒนาและปรับปรุงต่อไปค่ะ และหากต้องการให้แกร็บช่วยเหลือในด้านใดเพิ่มเติม สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH ได้เลยค่ะ หรือติดต่อ Call Centre ผ่านศูนย์ช่วยเหลือในแอปได้เช่นกันนะคะ,2021-03-19T06:42:18Z
FALSE,1,"เพิ่มเงินค่าอาหารจากราคาปกติหน้าร้าน
สั่งซื้ออาหารถ้านานก็โดนเพิ่มเวลาเองไปเรื่อยๆ ตอนแรกบอกอาหารจะถึง 19:00 ซักพักบอก 19:20 ซักพักอีกบอก 19:40 เปลี่ยนใช้แอปอื่นละ",บริษัทหน้าเงิน,2021-03-16 12:16:01,ROV player 19,21748377,แกร็บสวัสดีค่ะ แกร็บขออนุญาตแจ้งว่าให้ทราบว่า ในส่วนของราคาค่าอาหารในแอปนั้น ร้านค้าแต่ละร้านจะเป็นผู้กำหนดเองนะคะ รวมถึงระยะเวลาในการรออาหารนั้น อาจคลาดเคลื่อนจากที่แสดงในหน้าแอป เนื่องจากในส่วนนี้จะขึ้นอยู่กับระยะเวลาในการจัดเตรียมอาหารของทางร้านค่ะ อย่างไรแล้วหากต้องการให้แกร็บช่วยเหลือในด้านใด สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH ได้เลยนะคะ รวมถึงติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-19T06:41:23Z
FALSE,1,Always late delivery,Late,2021-03-16 11:20:40,James MP,21748323,"We are sorry for any inconvenience caused. We will relay this to the relevant team for their review and improvement. Thank you for taking the time to write to us.
",2021-03-19T06:38:23Z
FALSE,3,แต่ว่าเพิ่มที่อยู่ใหม่ไม่ได้เลย ขึ้น error ตลอด   หวังว่าจะแก้เร็วๆนะคะ เพราะไรเดอร์เคยบ่นว่าเราไม่ยอมใส่รายละเอียดที่อยู่  ก็ตูใส่ไม่ได้ไง๊ เลยต้องพิมพ์บอกรายละเอียดที่อยู่เองตอนสั่งทุกรอบ เบื่อแล้วววว,โดยรวมคือดี,2021-03-16 04:49:54,MaewNH,21748585,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ ทั้งนี้แกร็บแนะนำให้ส่งรูปถ่ายหน้าจอปัญหาดังกล่าวเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บตรวจสอบเพิ่มเติมนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-19T06:49:31Z
FALSE,1,ระบบห่วยมาก คนขับบางคนรับงานซ้อน ลูกค้าต้องรอเกือบ2ชั่วโมง แถมบางคนยังกดจบงานตั้งแต่ยังไม่ถึงครึ่งทาง หลังจากนี้จะเลิกใช้แล้วค่ะ แก้ไขด้วยนะคะ,ห่วยมาก,2021-03-16 04:44:32,/(@&;&;8;9,21748308,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ ทั้งนี้สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บตรวจสอบและดำเนินการกับพาร์ทเนอร์คนขับที่กดจบงานก่อนความเป็นจริงได้เลยนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-19T06:37:20Z
FALSE,5,ใช้ประจำ โค้ดเยอะ,แอพดี,2021-03-15 06:28:28,Thepop'sdu,,,
FALSE,1,ช่วยทำให้วิธีการปักหมุดมันง่ายกว่านี้หน่อยครับ วุ่นวายชิบหาย,ปัหมุดโคตรยาก,2021-03-15 07:40:40,jsjswjjwws,21748186,แกร็บสวัสดีค่ะ แกร็บขอน้อมรับความคิดเห็นในส่วนนี้ เพื่อส่งต่อไปยังฝ่ายที่เกี่ยวข้องให้ทำการพัฒนาและปรับปรุงต่อไปนะคะ อย่างไรแล้วหากพบปัญหาการใช้งานแอปในด้านใดเพิ่มเติม สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บทำการตรวจสอบได้เลยนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-19T06:31:07Z
FALSE,4,"แอปไม่สามารถรับสายเมื่อคนขับติดต่อมาได้
บางครั้งคนขับก็ไม่สามารถรับสายเราได้",แอปมีปัญญา,2021-03-14 06:11:37,mickeyPJN??,,,
FALSE,1,พออัปเดตปุ๊บแอปพังปั๊บ งงเลยส่งข้อความไม่ได้ดีนะที่โทรได้,...,2021-03-14 19:17:58,ฝากแอด,21748137,"แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ ทั้งนี้แกร็บแนะนำให้ส่งรูปถ่ายหน้าจอปัญหาดังกล่าวเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บตรวจสอบเพิ่มเติมนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ
",2021-03-19T06:28:40Z
FALSE,1,ใช้มาหลายปีละ เพิ่งมามีปัญหาเรื่องส่วนลด ขึ้นว่า ใช้งานผิดวัตถุประสงค์ มันจะผิดวัตถุประสงค์ได้ยังไงก็ใช้เพื่อได้รับส่วนลดไง จะสั่งของทีก็ขึ้นแบบนี้ไปใช้ไลน์แมน ฟู้ดแพนด้าสบายใจกว่า ไม่ต้องมาผระสาทเสียกับการจะใช้ส่วนลดแล้วบอกผิดวัตถุประสงค์หรอก,ส่วนลด,2021-03-14 12:48:58,sghjhsxhjk,21748001,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ ทั้งนี้สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บตรวจสอบปัญหาดังกล่าวเพิ่มเติมได้เลยนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-19T06:21:30Z
FALSE,1,เดี๋ยวนี้ Grabfood กรุปรวมออเดอร์ทุกครั้งเลย รอทีเป็นชั่วโมง ทั้งที่แต่ละร้านใกล้นิดเดียว พ่วงออเดอร์ แต่ค่าส่งไม่ได้ถูกลง ถ้าคิดจะทำบริการแบบนี้ ก็ควรให้ลคเลือกเอง แจ้งมาก่อนเลยว่าออเดอร์นี้จะถูกพ่วง ลคที่ไม่ต้องการจะได้ยกเลิกไป ไม่ใช่ให้รอทานข้าวเที่ยงตอนบ่าย2 หรือให้เลือกจ่ายเลยว่าอยากได้ค่าส่งถูกแต่ต้องยอมรอนานนะ ไม่ก็ยอมจ่ายค่าส่งเท่าเดิมหรือแพงขึ้นแต่ได้ไว,ลคควรมีสิทธิเลือกเองว่าจะอยากพ่วงออเดอร์มั้ย,2021-03-14 07:45:15,rowena wanrawee,21748191,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ แกร็บขอน้อมรับความคิดเห็นในส่วนนี้ เพื่อนำไปพัฒนาและปรับปรุงต่อไปนะคะ ทั้งนี้หากพบปัญหาการใช้งานแอปในด้านใดเพิ่มเติม สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บทำการตรวจสอบได้เลยนะคะ รวมถึงติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ ,2021-03-19T06:31:25Z
FALSE,2,โครตดีรอตั้งแต่บ่ายโมงตอนนี้บ่าย2ครึ่งต้องกดสั่งใหม่ แอพสถุน,รอตั้งนานเปิดแอพมาอีกทีไม่มีคนขับ,2021-03-14 07:23:26,?? ไอแก่,21748524,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ ทั้งนี้แกร็บขออนุญาตแจ้งว่า โดยปกติแล้วปริมาณพาร์ทเนอร์คนขับที่พร้อมรับงานอยู่นั้น จะขึ้นอยู่กับช่วงเวลา พื้นที่ที่เรียกใช้บริการ รวมถึงสภาพการจราจร และสภาพอากาศด้วยเช่นกันนะคะ อย่างไรแล้วแกร็บขอน้อมรับความคิดเห็นในส่วนนี้ เพื่อนำไปพัฒนาและปรับปรุงต่อไปค่ะ และหากต้องการให้แกร็บช่วยเหลือในด้านใดเพิ่มเติม สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH ได้เลยค่ะ หรือติดต่อ Call Centre ผ่านศูนย์ช่วยเหลือในแอปได้เช่นกันนะคะ,2021-03-19T06:47:21Z
